director_id,movie_id,title,budget,homepage,overview,popularity,release_date,revenue,runtime,movie_status,vote_average,vote_count
79,3078,It Happened One Night,325000,,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",11.871424,22/02/1934 00:00,4500000,105,Released,7.7,275
434,3080,Top Hat,609000,,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",3.898498,06/09/1935 00:00,3202000,101,Released,7.4,59
435,3082,Modern Times,1,,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,28.27648,05/02/1936 00:00,8500000,87,Released,8.1,856
79,3083,Mr. Smith Goes to Washington,1500000,,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",12.2624,19/10/1939 00:00,9600000,129,Released,7.9,241
436,3089,Red River,3000000,,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",5.344815,26/08/1948 00:00,9012000,133,Released,7.3,82
438,3093,Basic Instinct 2,70000000,,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",13.483387,29/03/2006 00:00,38629478,114,Released,4.6,180
335,3116,Midnight Cowboy,3600000,,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,21.119209,25/05/1969 00:00,44785053,113,Released,7.4,299
34,3131,Gangs of New York,100000000,http://video.movies.go.com/gangsofnewyork/,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",46.160048,14/12/2002 00:00,193772504,167,Released,7.1,1910
119,3132,Bad Company,70000000,,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",14.086292,07/06/2002 00:00,65977295,116,Released,5.4,228
200,3170,Bambi,858000,http://movies.disney.com/bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",47.651878,14/08/1942 00:00,267447150,70,Released,6.8,1405
106,3172,Bandits,75000000,,Two bank robbers fall in love with the girl they've kidnapped.,24.353302,12/10/2001 00:00,67631903,123,Released,6.2,302
19,3175,Barry Lyndon,11000000,,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",29.543331,18/12/1975 00:00,20000000,184,Released,7.7,505
441,3291,"Good Night, and Good Luck.",7000000,http://wip.warnerbros.com/goodnightgoodluck/,"The story of journalist, Edward R Murrow's stand against Senator McCarthy's anti-communist witch-hunts in the early 1950s.",17.717681,16/09/2005 00:00,54600000,93,Released,6.8,273
382,3482,The Train,5800000,,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",4.49029,21/09/1964 00:00,6800000,133,Released,7.2,72
442,3489,88 Minutes,30000000,,"\""88 Minutes\"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",16.883429,14/02/2007 00:00,16930884,108,Released,5.7,313
26,3509,A Scanner Darkly,8700000,http://www.warnerbros.com/movies/home-entertainment/scanner-darkly-a/d7c290af-c285-41c4-a4d6-efb3a86b3893.html,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,26.093043,25/05/2006 00:00,7659918,100,Released,6.8,532
443,3512,Under Siege 2: Dark Territory,60000000,,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",13.080725,13/07/1995 00:00,104324083,100,Released,5.6,210
92,3536,U-571,62000000,http://www.u-571.com/,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",18.096884,20/04/2000 00:00,127666415,116,Released,6.1,340
14,3580,Changeling,55000000,http://www.changelingmovie.net,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",27.50916,30/01/2008 00:00,113020255,141,Released,7.3,1131
119,3594,The Number 23,30000000,http://wwws.warnerbros.de/number23/,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",23.197408,23/02/2007 00:00,77566815,101,Released,6.3,1018
128,3595,Ransom,80000000,,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",16.411345,08/11/1996 00:00,309492681,117,Released,6.4,470
444,3597,I Know What You Did Last Summer,17000000,,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning \""I Know What You Did Last Summer.\""",27.654472,17/10/1997 00:00,125586134,100,Released,5.6,687
445,3600,I Still Know What You Did Last Summer,65000000,,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",20.793026,13/11/1998 00:00,40002112,100,Released,5.1,374
446,3604,Flash Gordon,35000000,,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.",12.343507,01/09/1980 00:00,27107960,111,Released,6.1,233
447,3638,No Reservations,28000000,http://noreservationsmovie.warnerbros.com/,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",15.794946,25/07/2007 00:00,92601050,104,Released,6.1,327
448,3682,54,13000000,,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",11.880899,28/08/1998 00:00,16757163,106,Released,5.5,135
